instruction,hi_err,hi_corr
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,manawaa,मनवा
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,manwa,मनवा
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,manvaa,मनवा
Uccharan ko banaye rakhte hue Hindi lipi likhein:,manawa,मनवा
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,more,मोरे
Nimnlikhit paath ko Hindi lipi mein badlein:,door,दूर
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,dur,दूर
Write the Hindi script preserving the pronunciation:,duur,दूर
"Given the Hinglish word, provide its Hindi equivalent:",durr,दूर
This is a transliteration task. Convert Hinglish to Hindi script:,daur,दूर
Convert the following text into Hindi script:,duurr,दूर
Convert this sentence from Hinglish phonetic text to Hindi:,re,रे
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,ree,रे
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,saagar,सागर
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,sagar,सागर
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,chhor,छोर
Uccharan ko banaye rakhte hue Hindi lipi likhein:,chor,छोर
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,haan,हाँ
Nimnlikhit paath ko Hindi lipi mein badlein:,haa,हाँ
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,hawa,हाँ
Write the Hindi script preserving the pronunciation:,han,हाँ
"Given the Hinglish word, provide its Hindi equivalent:",hara,हाँ
This is a transliteration task. Convert Hinglish to Hindi script:,hain,हाँ
Convert the following text into Hindi script:,haai,हाँ
Convert this sentence from Hinglish phonetic text to Hindi:,hahn,हाँ
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,haaan,हाँ
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,haay,हाँ
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,ambar,अम्बर
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,amber,अम्बर
Uccharan ko banaye rakhte hue Hindi lipi likhein:,ambara,अम्बर
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,or,ओर
Nimnlikhit paath ko Hindi lipi mein badlein:,ore,ओर
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,kshitij,क्षितिज
Write the Hindi script preserving the pronunciation:,bane,बने
"Given the Hinglish word, provide its Hindi equivalent:",baney,बने
This is a transliteration task. Convert Hinglish to Hindi script:,banne,बने
Convert the following text into Hindi script:,jahaan,जहाँ
Convert this sentence from Hinglish phonetic text to Hindi:,jahan,जहाँ
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,jahaa,जहाँ
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,jaahaan,जहाँ
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,jahaann,जहाँ
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,jahhan,जहाँ
Uccharan ko banaye rakhte hue Hindi lipi likhein:,jehan,जहाँ
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,zehan,जहाँ
Nimnlikhit paath ko Hindi lipi mein badlein:,baadal,बादल
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,badal,बादल
Write the Hindi script preserving the pronunciation:,jhuke,झुके
"Given the Hinglish word, provide its Hindi equivalent:",ghor,घोर
This is a transliteration task. Convert Hinglish to Hindi script:,angana,अँगना
Convert the following text into Hindi script:,angna,अँगना
Convert this sentence from Hinglish phonetic text to Hindi:,anganaa,अँगना
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,deep,दीप
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,dip,दीप
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,diip,दीप
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,bani,बनी
Uccharan ko banaye rakhte hue Hindi lipi likhein:,banii,बनी
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,taaron,तारों
Nimnlikhit paath ko Hindi lipi mein badlein:,taron,तारों
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,taaro,तारों
Write the Hindi script preserving the pronunciation:,ki,की
"Given the Hinglish word, provide its Hindi equivalent:",kii,की
This is a transliteration task. Convert Hinglish to Hindi script:,koi,की
Convert the following text into Hindi script:,key,की
Convert this sentence from Hinglish phonetic text to Hindi:,khi,की
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,kay,की
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,paanti,पाँती
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,hui,हुई
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,huyi,हुई
Uccharan ko banaye rakhte hue Hindi lipi likhein:,huii,हुई
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,huwi,हुई
Nimnlikhit paath ko Hindi lipi mein badlein:,huye,हुई
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,huvi,हुई
Write the Hindi script preserving the pronunciation:,kalpana,कल्पना
"Given the Hinglish word, provide its Hindi equivalent:",laga,लगा
This is a transliteration task. Convert Hinglish to Hindi script:,lagaa,लगा
Convert the following text into Hindi script:,lagtaa,लगा
Convert this sentence from Hinglish phonetic text to Hindi:,lagta,लगा
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,ude,उड़े
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,nithur,निठुर
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,bada,बड़ा
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,badaa,बड़ा
Uccharan ko banaye rakhte hue Hindi lipi likhein:,badha,बड़ा
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,haay,हाय
Nimnlikhit paath ko Hindi lipi mein badlein:,hai,हाय
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,hay,हाय
Write the Hindi script preserving the pronunciation:,haaye,हाय
"Given the Hinglish word, provide its Hindi equivalent:",haaya,हाय
This is a transliteration task. Convert Hinglish to Hindi script:,haye,हाय
Convert the following text into Hindi script:,haai,हाय
Convert this sentence from Hinglish phonetic text to Hindi:,huay,हाय
